"file_name","name","details","type","file_descriptor","context","missing","total","proportion"
"","kf999","Age of CH (mths) at completion of questionnaire","Child Based Q variable names","KF Files","KF Files. Questionnaire: My Little Study Daughter/Son. Completed by: Mother. At: 30 months",5111,15445,0.330916154095176
"KG","kg997","J2: Date questionnaire completed - month","Child Based Q variable names","KG Files","KG Files. Questionnaire: My 3 year old Boy/Girl. Completed by: Mother. At: 38 months",5460,15445,0.353512463580447
"KG","kg998a","DV: Age of child at completion (months)","Child Based Q variable names","KG Files","KG Files. Questionnaire: My 3 year old Boy/Girl. Completed by: Mother. At: 38 months",5460,15445,0.353512463580447
"KG","kg998b","DV: Age of child at completion (weeks)","Child Based Q variable names","KG Files","KG Files. Questionnaire: My 3 year old Boy/Girl. Completed by: Mother. At: 38 months",5460,15445,0.353512463580447
"KG","kg998c","DV: Assumptions made in calculating child's age at completion","Child Based Q variable names","KG Files","KG Files. Questionnaire: My 3 year old Boy/Girl. Completed by: Mother. At: 38 months",5460,15445,0.353512463580447
"KJ","kj001","Form Date","Child Based Q variable names","KJ Files","KJ Files. Questionnaire: My Son's/Daughter's Health & Behaviour. Completed by: Mother. At: 42 months",5398,15445,0.349498219488508
"KJ","kj903","Month of Completion","Child Based Q variable names","KJ Files","KJ Files. Questionnaire: My Son's/Daughter's Health & Behaviour. Completed by: Mother. At: 42 months",5432,15445,0.351699579151829
"KJ","kj904","Year of Completion","Child Based Q variable names","KJ Files","KJ Files. Questionnaire: My Son's/Daughter's Health & Behaviour. Completed by: Mother. At: 42 months",5477,15445,0.354613143412107
"KJ","kj999","Age at completion (in weeks)","Child Based Q variable names","KJ Files","KJ Files. Questionnaire: My Son's/Daughter's Health & Behaviour. Completed by: Mother. At: 42 months",5398,15445,0.349498219488508
"KJ","kj999a","Age at completion (in months)","Child Based Q variable names","KJ Files","KJ Files. Questionnaire: My Son's/Daughter's Health & Behaviour. Completed by: Mother. At: 42 months",5398,15445,0.349498219488508
"KK","kk995","G2: Date questionnaire completed - month","Child Based Q variable names","KK Files","KK Files. Questionnaire: My Young 4 Year Old Boy/Girl. Completed by: Mother. At: 54 months",5807,15445,0.375979281320816
"KK","kk998a","DV: Age of child at completion (months)","Child Based Q variable names","KK Files","KK Files. Questionnaire: My Young 4 Year Old Boy/Girl. Completed by: Mother. At: 54 months",5807,15445,0.375979281320816
"KK","kk998b","DV: Age of child at completion (weeks)","Child Based Q variable names","KK Files","KK Files. Questionnaire: My Young 4 Year Old Boy/Girl. Completed by: Mother. At: 54 months",5807,15445,0.375979281320816
"KK","kk998c","DV: Assumptions made in calculating child's age at completion","Child Based Q variable names","KK Files","KK Files. Questionnaire: My Young 4 Year Old Boy/Girl. Completed by: Mother. At: 54 months",5807,15445,0.375979281320816
"KL","kl985","DV: Questionnaire completed by...","Child Based Q variable names","KL Files","KL Files. Questionnaire: Development & health of my Son/Daughter. Completed by: Mother. At: 57 months",5991,15445,0.387892521851732
"KL","kl990a","G2: Date questionnaire completed - month","Child Based Q variable names","KL Files","KL Files. Questionnaire: Development & health of my Son/Daughter. Completed by: Mother. At: 57 months",5930,15445,0.383943023632243
"KL","kl990b","G2: Date questionnaire completed - year","Child Based Q variable names","KL Files","KL Files. Questionnaire: Development & health of my Son/Daughter. Completed by: Mother. At: 57 months",5930,15445,0.383943023632243
"KL","kl990c","DV: Date of completion replaced with date of receipt","Child Based Q variable names","KL Files","KL Files. Questionnaire: Development & health of my Son/Daughter. Completed by: Mother. At: 57 months",5930,15445,0.383943023632243
"KL","kl991a","DV: Age of study child at completion (months)","Child Based Q variable names","KL Files","KL Files. Questionnaire: Development & health of my Son/Daughter. Completed by: Mother. At: 57 months",5930,15445,0.383943023632243
"KL","kl991b","DV: Age of study child at completion (weeks)","Child Based Q variable names","KL Files","KL Files. Questionnaire: Development & health of my Son/Daughter. Completed by: Mother. At: 57 months",5930,15445,0.383943023632243
"KM","km9985","DV: Questionnaire completed by...","Child Based Q variable names","KM Files","KM Files. Questionnaire: My 5 year old Son/Daughter. Completed by: Mother. At: 65 months",6603,15445,0.427516995791518
"KM","km9990a","G2: Date of completion of questionnaire - month","Child Based Q variable names","KM Files","KM Files. Questionnaire: My 5 year old Son/Daughter. Completed by: Mother. At: 65 months",6448,15445,0.41748138556167
"KM","km9990b","G2: Date of completion of questionnaire - year","Child Based Q variable names","KM Files","KM Files. Questionnaire: My 5 year old Son/Daughter. Completed by: Mother. At: 65 months",6448,15445,0.41748138556167
"KM","km9990c","DV: Date of completion replaced with date of receipt","Child Based Q variable names","KM Files","KM Files. Questionnaire: My 5 year old Son/Daughter. Completed by: Mother. At: 65 months",6448,15445,0.41748138556167
"KM","km9991a","DV: Age of study child at completion (months)","Child Based Q variable names","KM Files","KM Files. Questionnaire: My 5 year old Son/Daughter. Completed by: Mother. At: 65 months",6448,15445,0.41748138556167
"KM","km9991b","DV: Age of study child at completion (weeks)","Child Based Q variable names","KM Files","KM Files. Questionnaire: My 5 year old Son/Daughter. Completed by: Mother. At: 65 months",6448,15445,0.41748138556167
"KN","kn0007","Questionnaire completed (as of 31/12/05)","Child Based Q variable names","KN Files","KN Files. Questionnaire: My School Boy/Girl. Completed by: Mother. At: 69 months",4189,15445,0.271220459695694
"KN","kn9985","DV: Questionnaire completed by...","Child Based Q variable names","KN Files","KN Files. Questionnaire: My School Boy/Girl. Completed by: Mother. At: 69 months",6838,15445,0.442732275817417
"KN","kn9990a","H2: Date of completion of questionnaire - month","Child Based Q variable names","KN Files","KN Files. Questionnaire: My School Boy/Girl. Completed by: Mother. At: 69 months",6760,15445,0.437682097766267
"KN","kn9990b","H2: Date of completion of questionnaire - year","Child Based Q variable names","KN Files","KN Files. Questionnaire: My School Boy/Girl. Completed by: Mother. At: 69 months",6760,15445,0.437682097766267
"KN","kn9990c","DV: Date of completion replaced with date of receipt","Child Based Q variable names","KN Files","KN Files. Questionnaire: My School Boy/Girl. Completed by: Mother. At: 69 months",6760,15445,0.437682097766267
"KN","kn9991a","DV: Age of study child at completion (months)","Child Based Q variable names","KN Files","KN Files. Questionnaire: My School Boy/Girl. Completed by: Mother. At: 69 months",6760,15445,0.437682097766267
"KN","kn9991b","DV: Age of study child at completion (weeks)","Child Based Q variable names","KN Files","KN Files. Questionnaire: My School Boy/Girl. Completed by: Mother. At: 69 months",6760,15445,0.437682097766267
"KP","kp0007","Questionnaire completed (as of 31/12/00)","Child Based Q variable names","KP Files","KP Files. Questionnaire: My Daughter/Son Growing Up. Completed by: Mother. At: 78 months",4551,15445,0.294658465522823
"KP","kp9985","DV: Questionnaire completed by...","Child Based Q variable names","KP Files","KP Files. Questionnaire: My Daughter/Son Growing Up. Completed by: Mother. At: 78 months",6961,15445,0.450696018128844
"KP","kp9990a","H2: Date of completion of questionnaire - month","Child Based Q variable names","KP Files","KP Files. Questionnaire: My Daughter/Son Growing Up. Completed by: Mother. At: 78 months",6883,15445,0.445645840077695
"KP","kp9990b","H2: Date of completion of questionnaire - year","Child Based Q variable names","KP Files","KP Files. Questionnaire: My Daughter/Son Growing Up. Completed by: Mother. At: 78 months",6883,15445,0.445645840077695
"KP","kp9990c","DV: Date of completion replaced with date of receipt","Child Based Q variable names","KP Files","KP Files. Questionnaire: My Daughter/Son Growing Up. Completed by: Mother. At: 78 months",6883,15445,0.445645840077695
"KP","kp9991a","DV: Age of study child at completion (months)","Child Based Q variable names","KP Files","KP Files. Questionnaire: My Daughter/Son Growing Up. Completed by: Mother. At: 78 months",6883,15445,0.445645840077695
"KP","kp9991b","DV: Age of study child at completion (weeks)","Child Based Q variable names","KP Files","KP Files. Questionnaire: My Daughter/Son Growing Up. Completed by: Mother. At: 78 months",6883,15445,0.445645840077695
"KQ","kq994","DV: Questionnaire completed by...","Child Based Q variable names","KQ Files","KQ Files. Questionnaire: My Son/Daughter at School. Completed by: Mother. At: 81 months",7006,15445,0.453609582389123
"KQ","kq995","H2: Date questionnaire completed - month","Child Based Q variable names","KQ Files","KQ Files. Questionnaire: My Son/Daughter at School. Completed by: Mother. At: 81 months",7031,15445,0.455228229200388
"KQ","kq998a","DV: Age of child at completion (months)","Child Based Q variable names","KQ Files","KQ Files. Questionnaire: My Son/Daughter at School. Completed by: Mother. At: 81 months",7031,15445,0.455228229200388
"KQ","kq998b","DV: Age of child at completion (weeks)","Child Based Q variable names","KQ Files","KQ Files. Questionnaire: My Son/Daughter at School. Completed by: Mother. At: 81 months",7031,15445,0.455228229200388
"KQ","kq998c","DV: Assumptions made in calculating child's age at completion","Child Based Q variable names","KQ Files","KQ Files. Questionnaire: My Son/Daughter at School. Completed by: Mother. At: 81 months",7031,15445,0.455228229200388
"","kr985","DV: Questionnaire completed by...","Child Based Q variable names","KR Files","KR Files. Questionnaire: My Son/Daughter's Well-Being. Completed by: Mother. At: 91 months",7229,15445,0.468047911945613
"","kr990","O2: Date questionnaire completed - month","Child Based Q variable names","KR Files","KR Files. Questionnaire: My Son/Daughter's Well-Being. Completed by: Mother. At: 91 months",7263,15445,0.470249271608935
"","kr991a","DV: Age of child at completion (months)","Child Based Q variable names","KR Files","KR Files. Questionnaire: My Son/Daughter's Well-Being. Completed by: Mother. At: 91 months",7263,15445,0.470249271608935
"","kr991b","DV: Age of child at completion (weeks)","Child Based Q variable names","KR Files","KR Files. Questionnaire: My Son/Daughter's Well-Being. Completed by: Mother. At: 91 months",7263,15445,0.470249271608935
"","kr991c","DV: Assumptions made in calculating child's age at completion","Child Based Q variable names","KR Files","KR Files. Questionnaire: My Son/Daughter's Well-Being. Completed by: Mother. At: 91 months",7263,15445,0.470249271608935
"KS","ks0007","Questionnaire completed (as of 31/07/02)","Child Based Q variable names","KS Files","KS Files. Questionnaire: My Son/Daughter's Health. Completed by: Mother. At: 103 months",4022,15445,0.260407898996439
"KS","ks0007a","Data available (as of 31/07/02)","Child Based Q variable names","KS Files","KS Files. Questionnaire: My Son/Daughter's Health. Completed by: Mother. At: 103 months",330,15445,0.0213661379087083
"KS","ks9985","DV: Questionnaire completed by...","Child Based Q variable names","KS Files","KS Files. Questionnaire: My Son/Daughter's Health. Completed by: Mother. At: 103 months",7216,15445,0.467206215603755
"KS","ks9990a","F2: Date of completion of questionnaire - month","Child Based Q variable names","KS Files","KS Files. Questionnaire: My Son/Daughter's Health. Completed by: Mother. At: 103 months",7120,15445,0.460990611848495
"KS","ks9990b","F2: Date of completion of questionnaire - year","Child Based Q variable names","KS Files","KS Files. Questionnaire: My Son/Daughter's Health. Completed by: Mother. At: 103 months",7120,15445,0.460990611848495
"KS","ks9990c","DV: Date of completion replaced with date of receipt","Child Based Q variable names","KS Files","KS Files. Questionnaire: My Son/Daughter's Health. Completed by: Mother. At: 103 months",7120,15445,0.460990611848495
"KS","ks9991a","DV: Age of study child at completion (months)","Child Based Q variable names","KS Files","KS Files. Questionnaire: My Son/Daughter's Health. Completed by: Mother. At: 103 months",7120,15445,0.460990611848495
"KS","ks9991b","DV: Age of study child at completion (weeks)","Child Based Q variable names","KS Files","KS Files. Questionnaire: My Son/Daughter's Health. Completed by: Mother. At: 103 months",7120,15445,0.460990611848495
"KU","ku007","Questionnaire completed (as of 30/09/03)","Child Based Q variable names","KU Files","KU Files. Questionnaire: Your Son/Daughter at 9. Completed by: Mother. At: 9 years",4305,15445,0.278730980899968
"KU","ku987","DV: Questionnaire completed by...","Child Based Q variable names","KU Files","KU Files. Questionnaire: Your Son/Daughter at 9. Completed by: Mother. At: 9 years",7301,15445,0.472709614762059
"KU","ku990a","H2: Date of completion of questionnaire - month","Child Based Q variable names","KU Files","KU Files. Questionnaire: Your Son/Daughter at 9. Completed by: Mother. At: 9 years",7230,15445,0.468112657818064
"KU","ku990b","H2: Date of completion of questionnaire - year","Child Based Q variable names","KU Files","KU Files. Questionnaire: Your Son/Daughter at 9. Completed by: Mother. At: 9 years",7230,15445,0.468112657818064
"KU","ku990c","DV: Date of completion replaced with date of receipt","Child Based Q variable names","KU Files","KU Files. Questionnaire: Your Son/Daughter at 9. Completed by: Mother. At: 9 years",7230,15445,0.468112657818064
"KU","ku991a","DV: Age of study child at completion (months)","Child Based Q variable names","KU Files","KU Files. Questionnaire: Your Son/Daughter at 9. Completed by: Mother. At: 9 years",7230,15445,0.468112657818064
"KU","ku991b","DV: Age of study child at completion (weeks)","Child Based Q variable names","KU Files","KU Files. Questionnaire: Your Son/Daughter at 9. Completed by: Mother. At: 9 years",7230,15445,0.468112657818064
"KV","kv0007","Questionnaire completed (as of 31/08/07)","Child Based Q variable names","KV Files","KV Files. Questionnaire: Girl/Boy Health and Happiness. Completed by: Mother. At: 10 years",4545,15445,0.294269990288119
"KV","kv0007a","Data available (as of 31/08/07)","Child Based Q variable names","KV Files","KV Files. Questionnaire: Girl/Boy Health and Happiness. Completed by: Mother. At: 10 years",313,15445,0.0202654580770476
"KV","kv9988","DV: Questionnaire completed by...","Child Based Q variable names","KV Files","KV Files. Questionnaire: Girl/Boy Health and Happiness. Completed by: Mother. At: 10 years",7675,15445,0.496924571058595
"KV","kv9990a","P2: Date of completion of questionnaire - month","Child Based Q variable names","KV Files","KV Files. Questionnaire: Girl/Boy Health and Happiness. Completed by: Mother. At: 10 years",7598,15445,0.491939138879896
"KV","kv9990b","P2: Date of completion of questionnaire - year","Child Based Q variable names","KV Files","KV Files. Questionnaire: Girl/Boy Health and Happiness. Completed by: Mother. At: 10 years",7598,15445,0.491939138879896
"KV","kv9990c","DV: Date of completion replaced with date of receipt","Child Based Q variable names","KV Files","KV Files. Questionnaire: Girl/Boy Health and Happiness. Completed by: Mother. At: 10 years",7598,15445,0.491939138879896
"KV","kv9991a","DV: Age of study child at completion (months)","Child Based Q variable names","KV Files","KV Files. Questionnaire: Girl/Boy Health and Happiness. Completed by: Mother. At: 10 years",7598,15445,0.491939138879896
"KV","kv9991b","DV: Age of study child at completion (weeks)","Child Based Q variable names","KV Files","KV Files. Questionnaire: Girl/Boy Health and Happiness. Completed by: Mother. At: 10 years",7598,15445,0.491939138879896
"KW","kw0007","Questionnaire completed (as of 31/05/06)","Child Based Q variable names","KW Files","KW Files. Questionnaire: Being a Girl/Boy. Completed by: Mother. At: 11 years",4677,15445,0.302816445451602
"KW","kw0007a","Data available (as of 31/05/06)","Child Based Q variable names","KW Files","KW Files. Questionnaire: Being a Girl/Boy. Completed by: Mother. At: 11 years",316,15445,0.0204596956943995
"KW","kw9987","DV: Questionnaire completed by...","Child Based Q variable names","KW Files","KW Files. Questionnaire: Being a Girl/Boy. Completed by: Mother. At: 11 years",8060,15445,0.521851731952088
"KW","kw9990a","M2: Date of completion of questionnaire - month","Child Based Q variable names","KW Files","KW Files. Questionnaire: Being a Girl/Boy. Completed by: Mother. At: 11 years",7973,15445,0.516218841048883
"KW","kw9990b","M2: Date of completion of questionnaire - year","Child Based Q variable names","KW Files","KW Files. Questionnaire: Being a Girl/Boy. Completed by: Mother. At: 11 years",7973,15445,0.516218841048883
"KW","kw9990c","DV: Date of completion replaced with date of receipt","Child Based Q variable names","KW Files","KW Files. Questionnaire: Being a Girl/Boy. Completed by: Mother. At: 11 years",7973,15445,0.516218841048883
"KW","kw9991a","DV: Age of study child at completion (months)","Child Based Q variable names","KW Files","KW Files. Questionnaire: Being a Girl/Boy. Completed by: Mother. At: 11 years",7973,15445,0.516218841048883
"KW","kw9991b","DV: Age of study child at completion (weeks)","Child Based Q variable names","KW Files","KW Files. Questionnaire: Being a Girl/Boy. Completed by: Mother. At: 11 years",7973,15445,0.516218841048883
"TA","ta0007","Questionnaire completed (as of 31/05/08)","Child Based Q variable names","TA Files","TA Files. Questionnaire: My Teenage Son/Daughter . Completed by: Mother. At: 13 years",4854,15445,0.314276464875364
"TA","ta0007a","Data available (as of 31/05/08)","Child Based Q variable names","TA Files","TA Files. Questionnaire: My Teenage Son/Daughter . Completed by: Mother. At: 13 years",317,15445,0.0205244415668501
"TA","ta9987","DV: Questionnaire completed by...","Child Based Q variable names","TA Files","TA Files. Questionnaire: My Teenage Son/Daughter . Completed by: Mother. At: 13 years",8342,15445,0.540110067983166
"TA","ta9990a","K2: Date of completion of questionnaire - month","Child Based Q variable names","TA Files","TA Files. Questionnaire: My Teenage Son/Daughter . Completed by: Mother. At: 13 years",8291,15445,0.536808028488184
"TA","ta9990b","K2: Date of completion of questionnaire - year","Child Based Q variable names","TA Files","TA Files. Questionnaire: My Teenage Son/Daughter . Completed by: Mother. At: 13 years",8291,15445,0.536808028488184
"TA","ta9990c","DV: Date of completion replaced with date of receipt","Child Based Q variable names","TA Files","TA Files. Questionnaire: My Teenage Son/Daughter . Completed by: Mother. At: 13 years",8291,15445,0.536808028488184
"TA","ta9991a","DV: Age of study child at completion (months)","Child Based Q variable names","TA Files","TA Files. Questionnaire: My Teenage Son/Daughter . Completed by: Mother. At: 13 years",8291,15445,0.536808028488184
"TA","ta9991b","DV: Age of study child at completion (weeks)","Child Based Q variable names","TA Files","TA Files. Questionnaire: My Teenage Son/Daughter . Completed by: Mother. At: 13 years",8291,15445,0.536808028488184
"TB","tb0007","Questionnaire completed (as of 31/05/08)","Child Based Q variable names","TB Files","TB Files. Questionnaire: Wellbeing of my Teenage Son/Daughter . Completed by: Mother. At: 13 years",5075,15445,0.328585302686954
"TB","tb0007a","Data available (as of 31/05/08)","Child Based Q variable names","TB Files","TB Files. Questionnaire: Wellbeing of my Teenage Son/Daughter . Completed by: Mother. At: 13 years",330,15445,0.0213661379087083
"TB","tb9988","DV: Questionnaire completed by...","Child Based Q variable names","TB Files","TB Files. Questionnaire: Wellbeing of my Teenage Son/Daughter . Completed by: Mother. At: 13 years",8411,15445,0.54457753318226
"TB","tb9990a","R2: Date of completion of questionnaire - month","Child Based Q variable names","TB Files","TB Files. Questionnaire: Wellbeing of my Teenage Son/Daughter . Completed by: Mother. At: 13 years",8342,15445,0.540110067983166
"TB","tb9990b","R2: Date of completion of questionnaire - year","Child Based Q variable names","TB Files","TB Files. Questionnaire: Wellbeing of my Teenage Son/Daughter . Completed by: Mother. At: 13 years",8342,15445,0.540110067983166
"TB","tb9990c","DV: Date of completion replaced with date of receipt","Child Based Q variable names","TB Files","TB Files. Questionnaire: Wellbeing of my Teenage Son/Daughter . Completed by: Mother. At: 13 years",8342,15445,0.540110067983166
"TB","tb9991a","DV: Age of study child at completion (months)","Child Based Q variable names","TB Files","TB Files. Questionnaire: Wellbeing of my Teenage Son/Daughter . Completed by: Mother. At: 13 years",8342,15445,0.540110067983166
"TB","tb9991b","DV: Age of study child at completion (weeks)","Child Based Q variable names","TB Files","TB Files. Questionnaire: Wellbeing of my Teenage Son/Daughter . Completed by: Mother. At: 13 years",8342,15445,0.540110067983166
"TC","tc0007","Questionnaire completed (as of 05/03/10)","Child Based Q variable names","TC Files","TC Files. Questionnaire: Your Daughter/Son 16+ Years On. Completed by: Mother. At: 61 years",5501,15445,0.356167044350923
"TC","tc0007a","Data available (as of 05/03/10)","Child Based Q variable names","TC Files","TC Files. Questionnaire: Your Daughter/Son 16+ Years On. Completed by: Mother. At: 61 years",363,15445,0.0235027516995792
"TC","tc9988","DV: Questionnaire completed by...","Child Based Q variable names","TC Files","TC Files. Questionnaire: Your Daughter/Son 16+ Years On. Completed by: Mother. At: 61 years",9781,15445,0.633279378439624
"TC","tc9990a","J2: Date of completion of questionnaire - month","Child Based Q variable names","TC Files","TC Files. Questionnaire: Your Daughter/Son 16+ Years On. Completed by: Mother. At: 61 years",9730,15445,0.629977338944642
"TC","tc9990b","J2: Date of completion of questionnaire - year","Child Based Q variable names","TC Files","TC Files. Questionnaire: Your Daughter/Son 16+ Years On. Completed by: Mother. At: 61 years",9730,15445,0.629977338944642
"TC","tc9990c","DV: Date of completion replaced with date of receipt","Child Based Q variable names","TC Files","TC Files. Questionnaire: Your Daughter/Son 16+ Years On. Completed by: Mother. At: 61 years",9730,15445,0.629977338944642
"TC","tc9991a","DV: Age of study teenager at completion (months)","Child Based Q variable names","TC Files","TC Files. Questionnaire: Your Daughter/Son 16+ Years On. Completed by: Mother. At: 61 years",9730,15445,0.629977338944642
"TC","tc9991b","DV: Age of study teenager at completion (weeks)","Child Based Q variable names","TC Files","TC Files. Questionnaire: Your Daughter/Son 16+ Years On. Completed by: Mother. At: 61 years",9730,15445,0.629977338944642
"CCR","ccr990a","G3: Date of completion of questionnaire - month","Child Completed Q variable names","CCR Files","CCR Files. Questionnaire:  Life of a Teenager. Completed by: Child. At: 14 Years",9418,15445,0.609776626740045
"CCR","ccr990b","G3: Date of completion of questionnaire - year","Child Completed Q variable names","CCR Files","CCR Files. Questionnaire:  Life of a Teenager. Completed by: Child. At: 14 Years",9418,15445,0.609776626740045
"CCR","ccr990c","DV: Date of completion replaced with date of receipt","Child Completed Q variable names","CCR Files","CCR Files. Questionnaire:  Life of a Teenager. Completed by: Child. At: 14 Years",9418,15445,0.609776626740045
"CCR","ccr991a","DV: Age of study child at completion (months)","Child Completed Q variable names","CCR Files","CCR Files. Questionnaire:  Life of a Teenager. Completed by: Child. At: 14 Years",9418,15445,0.609776626740045
"CCR","ccr991b","DV: Age of study child at completion (weeks)","Child Completed Q variable names","CCR Files","CCR Files. Questionnaire:  Life of a Teenager. Completed by: Child. At: 14 Years",9418,15445,0.609776626740045
"CCS","ccs9990a","O3: Date of completion of questionnaire - month","Child Completed Q variable names","CCS Files","CCS Files. Questionnaire:  Life of a 16+ Teenager. Completed by: Child. At:  16 Years",10323,15445,0.668371641307867
"CCS","ccs9990b","O3: Date of completion of questionnaire - year","Child Completed Q variable names","CCS Files","CCS Files. Questionnaire:  Life of a 16+ Teenager. Completed by: Child. At:  16 Years",10323,15445,0.668371641307867
"CCS","ccs9990c","DV: Date of completion replaced with date of receipt","Child Completed Q variable names","CCS Files","CCS Files. Questionnaire:  Life of a 16+ Teenager. Completed by: Child. At:  16 Years",10323,15445,0.668371641307867
"CCS","ccs9991a","DV: Age of study child at completion (months)","Child Completed Q variable names","CCS Files","CCS Files. Questionnaire:  Life of a 16+ Teenager. Completed by: Child. At:  16 Years",10323,15445,0.668371641307867
"CCS","ccs9991b","DV: Age of study child at completion (weeks)","Child Completed Q variable names","CCS Files","CCS Files. Questionnaire:  Life of a 16+ Teenager. Completed by: Child. At:  16 Years",10323,15445,0.668371641307867
"CCT","cct9990a","Received date - Month","Child Completed Q variable names","CCT Files","CCT Files. Questionnaire:  Your Changing Life. Completed by: Child. At:  18 Years",12075,15445,0.781806409841373
"CCT","cct9990b","Received date - Year","Child Completed Q variable names","CCT Files","CCT Files. Questionnaire:  Your Changing Life. Completed by: Child. At:  18 Years",12075,15445,0.781806409841373
"CCT","cct9991a","DV: Age of study child at completion (months)","Child Completed Q variable names","CCT Files","CCT Files. Questionnaire:  Your Changing Life. Completed by: Child. At:  18 Years",12075,15445,0.781806409841373
"CCT","cct9991b","DV: Age of study child at completion (weeks)","Child Completed Q variable names","CCT Files","CCT Files. Questionnaire:  Your Changing Life. Completed by: Child. At:  18 Years",12075,15445,0.781806409841373
"CCT","cct9991c","DV: Age of study child at completion (years)","Child Completed Q variable names","CCT Files","CCT Files. Questionnaire:  Your Changing Life. Completed by: Child. At:  18 Years",12075,15445,0.781806409841373
"CCU","CCU9990a"," Date questionnaire completed: Month","Child Completed Q variable names","CCU Files","CCU Files. Questionnaire:  It's All About You 20+. Completed by: Child. At:  20+ Years",11107,15445,0.719132405309162
"CCU","CCU9990b"," Date questionnaire completed: Year","Child Completed Q variable names","CCU Files","CCU Files. Questionnaire:  It's All About You 20+. Completed by: Child. At:  20+ Years",11107,15445,0.719132405309162
"CCU","CCU9991","DV: Age of respondent at completion (years)","Child Completed Q variable names","CCU Files","CCU Files. Questionnaire:  It's All About You 20+. Completed by: Child. At:  20+ Years",11107,15445,0.719132405309162
